i t_now roll pitch yaw Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 Tix Tiy 
1 10.010576486587524 -0.0 0.0 2.75119461864233 0 0 0 0.0 0.0 0.0 -1706.0 81025.0 -18241.0 0 0 
2 10.01558256149292 -0.0 0.0 2.75119461864233 0 0 0 0.0 0.0 0.0 -1706.0 81025.0 -18241.0 0 0 
3 10.020593643188477 -0.0 0.0 2.75119461864233 0 0 0 0.0 0.0 0.0 -1706.0 81025.0 -18241.0 0 0 
4 10.025565147399902 -0.0 0.0 2.75119461864233 0 0 0 0.0 0.0 0.0 -1706.0 81025.0 -18241.0 0 0 
5 10.030611991882324 -0.0 0.0 2.75119461864233 0 0 0 0.0 0.0 0.0 -1706.0 81025.0 -18241.0 0 0 
6 10.035569906234741 -0.0 0.0 2.75119461864233 0 0 0 0.0 0.0 0.0 -1706.0 81025.0 -18241.0 0 0 
7 10.040616273880005 -0.0 0.0 2.75119461864233 0 0 0 0.0 0.0 0.0 -1706.0 81025.0 -18241.0 0 0 
8 10.045584201812744 -0.0 0.0 2.75119461864233 0 0 0 0.0 0.0 0.0 -1706.0 81025.0 -18241.0 0 0 
9 10.050594568252563 -0.0 0.0 2.75119461864233 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
10 10.05557894706726 -0.0 0.0 2.75119461864233 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
11 10.060584306716919 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
12 10.06556749343872 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
13 10.070587873458862 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
14 10.075572729110718 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
15 10.080613613128662 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
16 10.085576057434082 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
17 10.090593099594116 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
18 10.095574378967285 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
19 10.100797653198242 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
20 10.105572700500488 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
21 10.110614776611328 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
22 10.115578413009644 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
23 10.12058162689209 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
24 10.12556505203247 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
25 10.130605697631836 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
26 10.135584592819214 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
27 10.14061164855957 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
28 10.145577192306519 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
29 10.15061354637146 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
30 10.155571460723877 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
31 10.160611391067505 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
32 10.16558289527893 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
33 10.170578718185425 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
34 10.17556881904602 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
35 10.180621862411499 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
36 10.185579538345337 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
37 10.190570592880249 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
38 10.195575714111328 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
39 10.200578927993774 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
40 10.205568552017212 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
41 10.210616111755371 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
42 10.215570449829102 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
43 10.220611810684204 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
44 10.225569248199463 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
45 10.23057770729065 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
46 10.235579252243042 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
47 10.240614175796509 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
48 10.245577335357666 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
49 10.250601053237915 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
50 10.255589485168457 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
51 10.260579347610474 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
52 10.265571117401123 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
53 10.270581245422363 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
54 10.275580167770386 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
55 10.280576705932617 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
56 10.285589933395386 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
57 10.29058289527893 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
58 10.29561710357666 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
59 10.300575256347656 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
60 10.305590629577637 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
61 10.310570478439331 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
62 10.315623044967651 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
63 10.320578336715698 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
64 10.32562518119812 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
65 10.330575704574585 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
66 10.335593700408936 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
67 10.340575456619263 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
68 10.345582962036133 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
69 10.350574254989624 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
70 10.355581521987915 -0.0 0.0 2.751386307179928 0 0 0 0.0 0.0 0.0 -1706.0 81026.0 -18241.0 0 0 
