i t_now roll pitch yaw Tx Ty Tz T1 T2 T3 psi_1 psi_2 psi_3 Tix Tiy 
1 10.005731105804443 -0.0 0.0 0.09376457970938645 0 0 0 0.0 0.0 0.0 -1.0 0.0 0.0 0 0 
2 10.010706424713135 -0.0 0.0 0.09376457970938645 0 0 0 0.0 0.0 0.0 -1.0 0.0 0.0 0 0 
3 10.015971899032593 -0.0 0.0 0.09376457970938645 0 0 0 0.0 0.0 0.0 -1.0 0.0 0.0 0 0 
4 10.020747423171997 -0.0 0.0 0.09376457970938645 0 0 0 0.0 0.0 0.0 -1.0 0.0 0.0 0 0 
5 10.025874137878418 -0.0 0.0 0.09376457970938645 0 0 0 0.0 0.0 0.0 -1.0 0.0 0.0 0 0 
6 10.030779123306274 -0.0 0.0 0.09376457970938645 0 0 0 0.0 0.0 0.0 -1.0 0.0 0.0 0 0 
7 10.035713911056519 -0.0 0.0 0.09376457970938645 0 0 0 0.0 0.0 0.0 -1.0 1.0 0.0 0 0 
8 10.040708065032959 -0.0 0.0 0.09376457970938645 0 0 0 0.0 0.0 0.0 -1.0 1.0 0.0 0 0 
9 10.045758247375488 -0.0 0.0 0.09376457970938645 0 0 0 0.0 0.0 0.0 -1.0 1.0 0.0 0 0 
10 10.050719499588013 -0.0 0.0 0.09376457970938645 0 0 0 0.0 0.0 0.0 -1.0 1.0 0.0 0 0 
11 10.055896997451782 -0.0 0.0 0.09376457970938645 0 0 0 0.0 0.0 0.0 -1.0 1.0 0.0 0 0 
12 10.06070351600647 -0.0 0.0 0.09376457970938645 0 0 0 0.0 0.0 0.0 -1.0 1.0 0.0 0 0 
13 10.065718173980713 -0.0 0.0 0.09376457970938645 0 0 0 0.0 0.0 0.0 -1.0 1.0 0.0 0 0 
14 10.070770502090454 -0.0 0.0 0.09376457970938645 0 0 0 0.0 0.0 0.0 -1.0 1.0 0.0 0 0 
15 10.075707197189331 -0.0 0.0 0.09376457970938645 0 0 0 0.0 0.0 0.0 -1.0 1.0 0.0 0 0 
16 10.080702304840088 -0.0 0.0 0.09376457970938645 0 0 0 0.0 0.0 0.0 -1.0 1.0 0.0 0 0 
17 10.08570909500122 -0.0 0.0 0.09376457970938645 0 0 0 0.0 0.0 0.0 -1.0 1.0 0.0 0 0 
18 10.090684652328491 -0.0 0.0 0.09376457970938645 0 0 0 0.0 0.0 0.0 -1.0 1.0 0.0 0 0 
19 10.095732688903809 -0.0 0.0 0.09376457970938645 0 0 0 0.0 0.0 0.0 -1.0 1.0 0.0 0 0 
20 10.100693225860596 -0.0 0.0 0.09376457970938645 0 0 0 0.0 0.0 0.0 -1.0 1.0 0.0 0 0 
21 10.105709075927734 -0.0 0.0 0.09376457970938645 0 0 0 0.0 0.0 0.0 -1.0 1.0 0.0 0 0 
22 10.110713005065918 -0.0 0.0 0.09376457970938645 0 0 0 0.0 0.0 0.0 -1.0 1.0 0.0 0 0 
23 10.115698337554932 -0.0 0.0 0.09376457970938645 0 0 0 0.0 0.0 0.0 -1.0 1.0 0.0 0 0 
24 10.120694637298584 -0.0 0.0 0.09376457970938645 0 0 0 0.0 0.0 0.0 -1.0 1.0 0.0 0 0 
25 10.125756025314331 -0.0 0.0 0.09376457970938645 0 0 0 0.0 0.0 0.0 -1.0 1.0 0.0 0 0 
